Code,Hotel Name,Roomnights,Sale,Cost,Date,Country
CODE|55371,Avanti International Resort,1268,31700,20288,"12, 2019",USA
CODE|55336,AVANTGARDE LEVENT HOTEL,1136,29536,18176,"07, 2019",تركيا
CODE|55301,Avantgarde Hotel Taksim,330,8910,5940,"09, 2019",تركيا
CODE|55266,Avantgarde Collection Taksim Square Hotel,1410,39480,25380,"12, 2019",Turkey
CODE|55231,AVANI Windhoek Hotel & Casino,815,24450,14670,"06, 2019",Namibia
CODE|55196,AVANI Victoria Falls Resort,351,10530,6318,"10, 2019",Zambia
CODE|55161,Avani Sukhumvit Bangkok Hotel,11,275,187,"07, 2019",تايلاند
CODE|55126,AVANI Seychelles Barbarons Resort & Spa,1922,51894,30752,"04, 2019",SC
CODE|55091,AVANI Sepang Goldcoast Resort,516,10320,7740,"06, 2019",ماليزيا
CODE|55056,AVANI Riverside Bangkok Hotel,1712,37664,32528,"01, 2019",تايلاند
CODE|55021,AVANI Quy Nhon Resort & Spa,1877,39417,31909,"08, 2019",فيتنام
CODE|54986,AVANI Pemba Beach Hotel,1247,33669,19952,"01, 2019",Mozambique
CODE|54951,Avani Pattaya Resort,13,364,208,"10, 2019",تايلاند
CODE|54916,Avani Palm View Dubai Hotel & Suites,462,11088,7854,"12, 2019",الإمارات
CODE|54881,Avani Muscat Hotel,1311,32775,20976,"02, 2019",Oman
CODE|54846,AVANI Maseru Hotel,1983,51558,33711,"12, 2019",Lesotho
CODE|54811,AVANI Lesotho Hotel & Casino,556,13900,8896,"11, 2019",Lesotho
CODE|54776,Avani Ibn Battuta Dubai Hotel,1636,42536,26176,"04, 2019",الإمارات
CODE|54741,AVANI Hua Hin Resort & Villas,1081,21620,20539,"03, 2019",تايلاند
CODE|54706,AVANI Gaborone Resort & Casino,49,1225,882,"03, 2019",Botswana
CODE|54671,Avani Deira Dubai Hotel,342,7524,5472,"03, 2019",UAE
CODE|54636,AVANI Bentota Resort & Spa,265,6095,4240,"03, 2019",Sri Lanka
CODE|54601,AVANI Atrium Bangkok,1406,30932,21090,"04, 2019",تايلاند
CODE|54566,Avana Bangkok Hotel,536,10720,9112,"06, 2019",Thailand
CODE|54531,Avalon Palace Hotel,1335,34710,25365,"03, 2019",Greece
CODE|54496,Avalon Hotel Beverly Hills,418,10868,6688,"12, 2019",USA
CODE|54461,Avala Resort & Villas,1598,36754,28764,"08, 2019",Montenegro
CODE|54426,Austria Trend Parkhotel Schönbrunn,595,11900,8925,"03, 2019",Austria
CODE|54391,Austria Trend Hotel Zoo Wien,1808,52432,36160,"10, 2019",Austria
CODE|54356,Austria Trend Hotel Schloss Wilhelminenberg,1083,25992,20577,"12, 2019",Austria
CODE|54321,Austria Trend Hotel Schillerpark,39,1131,741,"11, 2019",Austria
CODE|54286,Austria Trend Hotel Salzburg West,730,20440,11680,"12, 2019",Austria
CODE|54251,Austria Trend Hotel Salzburg Mitte,1842,42366,31314,"09, 2019",Austria
CODE|54216,Austria Trend Hotel Ljubljana,1104,30912,18768,"03, 2019",Slovenia
CODE|54181,Austria Trend Hotel Europa Wien,1113,31164,20034,"10, 2019",Austria
CODE|54146,Austria Trend Hotel Europa Salzburg,1187,35610,17805,"02, 2019",Austria
CODE|54111,Austria Trend Hotel Doppio,1984,53568,35712,"02, 2019",Austria
CODE|54076,Austria Trend Hotel Congress Innsbruck,193,5790,3860,"07, 2019",Austria
CODE|54041,Austria Trend Hotel Bratislava,1090,29430,19620,"04, 2019",Not Found
CODE|54006,Austria Trend Hotel Bosei,344,8944,5504,"02, 2019",Austria
CODE|53971,Austria Trend Hotel Astoria,1452,34848,29040,"10, 2019",Austria
CODE|53936,Austria Trend Hotel Ananas,1388,38864,23596,"04, 2019",Austria
CODE|53901,Austin's Saint Lazare Hotel,173,3806,3287,"03, 2019",فرنسا
CODE|53866,Austin Marriott North,1659,38157,24885,"02, 2019",USA
CODE|53831,Austin Hotel Baku,1404,42120,25272,"09, 2019",Azerbaijan
CODE|53796,aurumOne Makati,1846,47996,33228,"02, 2019",Not Found
CODE|53761,Aurora Oriental Resort,1621,35662,29178,"04, 2019",Egypt
CODE|53726,Aurora Bay Resort Marsa Alam,495,13365,7920,"03, 2019",مصر
CODE|53691,Auris Boutique Hotel Apartments,373,10817,5595,"11, 2019",UAE
CODE|53656,Auris Alfanar Villa Hotel,1383,33192,26277,"12, 2019",السعودية
CODE|53621,Auris Alfanar,502,14056,8534,"12, 2019",السعودية
CODE|53586,Auriane Porte de Versailles,41,1107,697,"01, 2019",France
CODE|53551,Áurea Washington Irving,1472,38272,23552,"10, 2019",Spain
CODE|53516,Auramar Beach Resort,658,19740,10528,"11, 2019",Portugal
CODE|53481,Aura Resort Sidi Abdel Rahman,1270,35560,24130,"07, 2019",مصر
CODE|53446,Augustus Hotel & Resort,225,4725,3825,"06, 2019",إيطاليا
CODE|53411,"Augustine, a Luxury Collection Hotel, Prague",225,5400,4050,"10, 2019",Czech Republic
CODE|53376,Augustine Hotel,1876,48776,33768,"11, 2019",Czech Republic
CODE|53341,Augusta Hotel Apartments,1889,39669,28335,"11, 2019",Not Found
CODE|53306,"Auberge Du Vin, A Tribute Portfolio Hotel, Tupungato",720,20160,14400,"11, 2019",Not Found
CODE|53271,Au Cadran Bleu,804,16080,12060,"08, 2019",Not Found
CODE|53236,Attica 21 Barcelona Mar,348,8352,5220,"04, 2019",إسبانيا
CODE|53201,Attalos Hotel,782,21896,14076,"06, 2019",Not Found
CODE|53166,Atse Yohannes Hotel,1625,35750,24375,"10, 2019",Not Found
CODE|53131,Atropat Hotel,1378,30316,24804,"09, 2019",أذربيجان
CODE|53096,Atrium Zenon,1842,42366,33156,"09, 2019",قبرص
CODE|53061,Atrium Platinum Resort Hotel & Spa,1566,32886,29754,"09, 2019",اليونان
CODE|53026,Atrium Inn Vancouver,766,15320,12256,"05, 2019",Canada
CODE|52991,Atrium Hotel Heathrow,1782,37422,33858,"09, 2019",UK
CODE|52956,Atrium Hotel,887,19514,15966,"05, 2019",Greece
CODE|52921,Atrium Fashion Hotel,832,23296,15808,"12, 2019",Hungary
CODE|52886,Atrium Boutique Hotel,895,23270,13425,"11, 2019",Thailand
CODE|52851,Atrium Beach and Spa Hotel All Inclusive,1905,49530,28575,"12, 2019",St. Maarten
CODE|52816,Atrium,607,13354,10319,"09, 2019",Not Found
CODE|52781,Atlas Sky Airport,262,7074,4454,"11, 2019",Morocco
CODE|52746,Atlas Rif & Spa,1267,35476,24073,"11, 2019",Not Found
CODE|52711,Atlas Orient Oujda,1014,28392,19266,"09, 2019",المغرب
CODE|52676,Atlas Medina & Spa,540,14580,10800,"10, 2019",المغرب
CODE|52641,Atlas Marina Beach,895,25060,14320,"11, 2019",Not Found
CODE|52606,Atlas Hotel Brussels,941,25407,17879,"12, 2019",Belgium
CODE|52571,Atlas Hotel Baku,1999,47976,37981,"04, 2019",Azerbaijan
CODE|52536,ATLAS Grand Hotel Garmisch-Partenkirchen,371,10759,6678,"10, 2019",Germany
CODE|52501,Atlas Asni Marrakech,1598,31960,28764,"09, 2019",المغرب
CODE|52466,Atlas Amadil Beach Hotel,1715,44590,27440,"02, 2019",المغرب
CODE|52431,Atlas Almohades Casablanca City Center,50,1000,900,"02, 2019",Not Found
CODE|52396,"Atlantis, The Palm",1740,40020,33060,"04, 2019",UAE
CODE|52361,Atlantis Hotel Ξενοδοχείο,963,25038,19260,"12, 2019",Ελλάδα
CODE|52326,Atlantis Hotel,1106,30968,22120,"12, 2019",الإمارات
CODE|52291,Atlantis City Hotel,1747,45422,27952,"12, 2019",Greece
CODE|52256,Atlantis Casino Resort Spa,395,9480,6715,"04, 2019",USA
CODE|52221,Atlantis,473,11352,8514,"03, 2019",Not Found
CODE|52186,AtlanticHotels Studio 17,644,14812,12880,"12, 2019",Portugal
CODE|52151,Atlantica Miramare Beach,1729,36309,31122,"04, 2019",Cyprus
CODE|52116,Atlantic Palm Beach,1925,48125,34650,"06, 2019",Morocco
CODE|52081,Atlantic Palace,1045,26125,17765,"12, 2019",USA
CODE|52046,Atlantic Hotel Universum,319,8294,5423,"02, 2019",Germany
CODE|52011,ATLANTIC Hotel Airport,692,17992,12456,"05, 2019",Germany
CODE|51976,Atlantic Hôtel,1312,34112,24928,"09, 2019",France
CODE|51941,Atlantic Hotel,1601,41626,25616,"05, 2019",Czech Republic
CODE|51906,Atlantic Beach Hotel,358,10024,5728,"04, 2019",USA
CODE|51871,Atlantic Agdal,216,4752,4320,"10, 2019",المغرب
CODE|51836,Atlanta Marriott Suites Midtown,1755,50895,28080,"08, 2019",USA
CODE|51801,Atlanta Marriott Marquis,658,17766,12502,"04, 2019",USA
CODE|51766,Atlanta Evergreen Lakeside Resort,876,20148,15768,"03, 2019",USA
CODE|51731,Atlanta Airport Marriott Gateway,1657,34797,33140,"04, 2019",USA
CODE|51696,Atiram Premier Hotel,875,21000,17500,"11, 2019",البحرين
CODE|51661,ATIRAM Olaya Suites Hotel,1249,37470,18735,"07, 2019",Bahrain
CODE|51626,Atiram Jewel Hotel,1843,44232,29488,"03, 2019",البحرين
CODE|51591,Atik Palace Hotel,1109,31052,21071,"01, 2019",Turkey
CODE|51556,ATHINAIS HOTEL,862,18102,15516,"06, 2019",Greece
CODE|51521,Athina Palace,1703,42575,30654,"07, 2019",اليونان
CODE|51486,AthenStyle,919,22975,15623,"10, 2019",Greece
CODE|51451,Athens Zafolia Hotel,1996,55888,37924,"02, 2019",Greece
CODE|51416,Athens Tiare Hotel,1702,34040,27232,"03, 2019",اليونان
CODE|51381,Athens One Smart Hotel,1166,34980,23320,"09, 2019",Greece
CODE|51346,Athens Mirabello S.A.,485,13580,9700,"10, 2019",Greece
CODE|51311,Athens Marriott Hotel,868,19964,13888,"03, 2019",Greece
CODE|51276,Athens Lotus Hotel,1858,48308,29728,"10, 2019",Greece
CODE|51241,Athens Ledra Hotel,1374,27480,26106,"05, 2019",Not Found
CODE|51206,Athens Gate Hotel,1144,33176,21736,"10, 2019",Greece
CODE|51171,Athens Family Apartments,1048,27248,18864,"10, 2019",Greece
CODE|51136,Athens Cypria Hotel,888,23976,16872,"08, 2019",Greece
CODE|51101,Athens City Hotel,854,21350,12810,"07, 2019",Greece
CODE|51066,Athens Center Square Hotel,368,7728,6624,"03, 2019",Greece
CODE|51031,Athens Capital Hotel - colección MGallery,11,264,165,"06, 2019",اليونان
CODE|50996,Athens Avenue Hotel,447,9387,8940,"05, 2019",Greece
CODE|50961,ATHENS ATRIUM HOTEL & SUITES,186,5580,3720,"11, 2019",Greece
CODE|50926,Atheneum Suite Hotel,1359,32616,24462,"08, 2019",USA
CODE|50891,Athenaeum Grand Hotel,1055,21100,20045,"11, 2019",اليونان
CODE|50856,Ateneo Garden Palace,939,20658,14085,"09, 2019",Italy
CODE|50821,Atenea Calabria Apartaments 3*,93,2139,1860,"06, 2019",Spain
CODE|50786,Atelier ApartHotel,1259,33993,20144,"01, 2019",Poland
CODE|50751,Atana Musandam Resort,1655,49650,31445,"11, 2019",Oman
CODE|50716,Atana Khasab Hotel,855,23940,14535,"06, 2019",Oman
CODE|50681,Atana Hotel,1569,42363,23535,"02, 2019",UAE
CODE|50646,Atakosk Hotel,4,100,68,"10, 2019",Turkey
CODE|50611,Atahotel Capotaormina,1692,33840,30456,"04, 2019",Italy
CODE|50576,At Pingnakorn HuayKaew Hotel,427,11956,7259,"02, 2019",Thailand
CODE|50541,AT EASE saladaeng,1035,31050,20700,"11, 2019",تايلاند
CODE|50506,Aswar hotel suite al ulaya,218,5668,4360,"08, 2019",السعودية
CODE|50471,Aswar Hotel Riyadh,17,374,323,"06, 2019",السعودية
CODE|50436,Aswar Boutique Hotel,935,22440,17765,"11, 2019",السعودية
CODE|50401,Asur Hotel,1740,50460,34800,"02, 2019",تركيا
CODE|50366,Astra - Hotel,182,5096,2912,"03, 2019",إيطاليا
CODE|50331,Astoria Plaza,1247,33669,19952,"07, 2019",الفلبين
CODE|50296,Astoria Palawan,1229,33183,19664,"05, 2019",Philippines
CODE|50261,Astoria Hotel,1272,34344,20352,"06, 2019",تركيا
CODE|50226,Astor Hotel,1642,44334,26272,"01, 2019",اليونان
CODE|50191,Astor Court Hotel,852,21300,14484,"05, 2019",UK
CODE|50156,Aston Waikiki Circle Hotel,279,6138,4743,"07, 2019",USA
CODE|50121,Aston Tropicana Hotel,799,23970,15181,"06, 2019",إندونيسيا
CODE|50086,Aston Sunset Beach Resort - Gili Trawangan,738,18450,12546,"11, 2019",Indonesia
CODE|50051,Aston Sentul Lake Resort & Conference Center,141,3525,2679,"12, 2019",Indonesia
CODE|50016,Aston Samarinda Hotel & Convention Center,851,21275,14467,"02, 2019",Not Found
CODE|49981,Aston Rasuna,807,20175,13719,"12, 2019",Not Found
CODE|49946,Aston Priority Simatupang Hotel & Conference Center,859,24052,12885,"08, 2019",Indonesia
CODE|49911,Aston Pluit Hotel & Residence,1192,29800,23840,"07, 2019",إندونيسيا
CODE|49876,Aston Pasteur,1206,26532,18090,"01, 2019",إندونيسيا
CODE|49841,Aston Marina Ancol,763,19075,12971,"11, 2019",Indonesia
CODE|49806,Aston Makassar Hotel & Convention Center,1299,31176,19485,"03, 2019",Indonesia
CODE|49771,Aston La Scala Nice,626,14398,12520,"03, 2019",فرنسا
CODE|49736,Aston Jember Hotel & Conference Center,1960,54880,37240,"04, 2019",Indonesia
CODE|49701,ASTON Inn Pandanaran Semarang,995,26865,15920,"09, 2019",Indonesia
CODE|49666,Aston Inn Mataram,528,13728,7920,"09, 2019",Indonesia
CODE|49631,Aston Braga Hotel & Residence,721,15141,12978,"11, 2019",Indonesia
CODE|49596,Aston Bogor Hotel & Resort,1889,41558,35891,"02, 2019",إندونيسيا
CODE|49561,Aston at Kuningan Suites,1220,30500,18300,"03, 2019",Indonesia
CODE|49526,ASTIR BEACH HOTEL,1055,30595,18990,"01, 2019",Greece
CODE|49491,Asteria Bodrum Resort,190,4750,3040,"03, 2019",تركيا
CODE|49456,Aster Hotel,449,13021,7633,"01, 2019",السعودية
CODE|49421,Astana Marriott Hotel,1748,45448,34960,"06, 2019",Kazakhstan
CODE|49386,Assos Hotel Istanbul,230,4830,3910,"06, 2019",تركيا
CODE|49351,"Assila, a Luxury Collection Hotel, Jeddah",272,5984,4352,"06, 2019",السعودية
CODE|49316,Assenzio,361,7942,6137,"12, 2019",Not Found
CODE|49281,Aspro Spiti,1348,32352,24264,"12, 2019",Not Found
CODE|49246,Aspira Parc 39 Residence,34,918,544,"04, 2019",Not Found
CODE|49211,Aspira One Sutthisan,733,21990,10995,"10, 2019",تايلاند
CODE|49176,Aspen Hotel,222,6438,3330,"12, 2019",تركيا
CODE|49141,Aspen,990,24750,17820,"08, 2019",Not Found
CODE|49106,Aspasios Urquinaona Design,830,19920,14940,"02, 2019",Spain
CODE|49071,Asoul Najed 2 Hotel Suite,773,19325,13141,"07, 2019",Not Found
CODE|49036,Askoç Hotel,1871,56130,37420,"08, 2019",تركيا
CODE|49001,Aska Lara Resort & SPA,964,21208,18316,"05, 2019",تركيا
CODE|48966,Asitane Life Hotel,971,25246,17478,"07, 2019",تركيا
CODE|48931,Asiana Hotel Dubai,1514,43906,27252,"08, 2019",UAE
CODE|48896,Asian Mansion II Condotel,1888,41536,28320,"11, 2019",PH
CODE|48861,Asia International Hotel Guangdong,1245,26145,23655,"08, 2019",China
CODE|48826,Asia Hotel Bangkok,684,20520,10260,"09, 2019",Not Found
CODE|48791,Asia City Hotel Istanbul,1514,37850,25738,"05, 2019",تركيا
CODE|48756,Ashley Hotel Jakarta,1786,48222,28576,"05, 2019",Indonesia
CODE|48721,Ashlee Hub Hotel Patong,1273,26733,20368,"05, 2019",Thailand
CODE|48686,Ashburn Hotel,1584,31680,25344,"03, 2019",UK
CODE|48651,Aselia Hotel,1195,25095,20315,"11, 2019",تركيا
CODE|48616,Aseania Resort & Spa Langkawi Island,73,1606,1314,"08, 2019",Not Found
CODE|48581,Asdal Gulf Inn,1458,33534,24786,"08, 2019",Bahrain
CODE|48546,Ascott Tahlia Jeddah,1887,43401,35853,"12, 2019",السعودية
CODE|48511,Ascott Sudirman Jakarta,467,12609,8873,"06, 2019",إندونيسيا
CODE|48476,Ascott Sentral Kuala Lumpur,423,12267,7191,"05, 2019",ماليزيا
CODE|48441,Ascott Sari Jeddah,1667,46676,25005,"07, 2019",السعودية
CODE|48406,Ascott Rafal Olaya Riyadh,1064,30856,18088,"06, 2019",السعودية
CODE|48371,Ascott Park Place Dubai,865,22490,12975,"09, 2019",UAE
CODE|48336,Ascott Orchard Singapore,1860,55800,31620,"04, 2019",Singapore
CODE|48301,Ascott Kuningan Jakarta,1802,52258,30634,"05, 2019",Indonesia
CODE|48266,Ascott Kuala Lumpur,724,15204,11584,"11, 2019",ماليزيا
CODE|48231,Ascott Jakarta,1647,39528,24705,"05, 2019",إندونيسيا
CODE|48196,Ascott Gurney Penang,50,1050,900,"06, 2019",Malaysia
CODE|48161,Ascott Corniche Al Khobar,1821,52809,36420,"07, 2019",السعودية
CODE|48126,Ascott,1228,34384,23332,"09, 2019",Not Found
CODE|48091,Ascot Hyde Park Hotel,633,13926,12027,"04, 2019",المملكة المتحدة
CODE|48056,Ascot Hotel,1990,49750,35820,"08, 2019",Denmark
CODE|48021,Ascensor da Bica - Lisbon Serviced Apartments,1941,50466,29115,"11, 2019",Portugal
CODE|47986,As Hotel Porta de Barcelona,1290,28380,20640,"01, 2019",إسبانيا
CODE|47951,Aryana Hotel,1942,44666,33014,"12, 2019",الإمارات
CODE|47916,Aryaduta Semanggi,1016,20320,19304,"06, 2019",إندونيسيا
CODE|47881,Aryaduta Pekanbaru,787,19675,11805,"08, 2019",Indonesia
CODE|47846,Aryaduta Palembang,1851,44424,29616,"01, 2019",Indonesia
CODE|47811,Aryaduta Medan,983,25558,14745,"04, 2019",Indonesia
CODE|47776,Aryaduta Bandung,1659,34839,31521,"09, 2019",Indonesia
CODE|47741,ARYADUTA BALI,1352,27040,21632,"12, 2019",Indonesia
CODE|47706,Arvi,811,21897,13787,"08, 2019",Not Found
CODE|47671,Arusha Corridor Spring Hotel,514,10794,9252,"10, 2019",Tanzania
CODE|47636,Aruna Hotel,1372,28812,27440,"10, 2019",تركيا
CODE|47601,Arumaila Hotel - Souq Waqif Boutique Hotels,368,7728,6624,"06, 2019",Qatar
CODE|47566,Aruba Marriott Resort & Stellaris Casino,1157,27768,20826,"06, 2019",Aruba
CODE|47531,Arts Hotel Taksim,336,8064,6048,"03, 2019",Turkey
CODE|47496,Arts Hotel Istanbul,1710,46170,34200,"07, 2019",Turkey
CODE|47461,art'otel berlin mitte,372,9300,5952,"01, 2019",ألمانيا
CODE|47426,art'otel amsterdam,1399,29379,25182,"06, 2019",هولندا
CODE|47391,Artisan Senses Quinta Avenida-Adults Only,1405,29505,26695,"10, 2019",Mexico
CODE|47356,Artis Hotel Rome,1244,34832,18660,"07, 2019",Italy
CODE|47321,Artika Hotel,1052,24196,18936,"12, 2019",مصر
CODE|47286,Artiem Capri,1069,32070,16035,"08, 2019",Spain
CODE|47251,Artıç Hotel,32,768,480,"02, 2019",Turkey
CODE|47216,Arthur Garden Inn Hotel,1949,58470,31184,"03, 2019",Austria
CODE|47181,Arthotel ANA Prime,1847,53563,29552,"11, 2019",Austria
CODE|47146,Arthotel ANA Enzian,1061,31830,20159,"07, 2019",Austria
CODE|47111,Arthotel ANA Diva,499,14471,8982,"11, 2019",ألمانيا
CODE|47076,Artemis Hotel,576,12096,10368,"12, 2019",Turkey
CODE|47041,Artemis Cave Suites,778,22562,13226,"11, 2019",Turkey
CODE|47006,Arte Hotel Wien Stadthalle,1764,38808,35280,"01, 2019",Österreich
CODE|46971,arte Hotel Salzburg,703,15466,11248,"01, 2019",Austria
CODE|46936,Artama Hotel,601,13823,12020,"05, 2019",السعودية
CODE|46901,Artal Taiba Hotel,178,4450,2848,"02, 2019",Not Found
CODE|46866,Artal Al Munawara Hotel,338,8450,6760,"04, 2019",Not Found
CODE|46831,Art View Hotel Al Riyadh,1125,29250,19125,"02, 2019",السعودية
CODE|46796,Art Suites Korai,1729,34580,25935,"01, 2019",Greece
CODE|46761,Art Palace Suites & Spa,1893,56790,32181,"02, 2019",المغرب
CODE|46726,Art Maisons Aspaki Exclusive Suites,1124,30348,16860,"06, 2019",Greece
CODE|46691,Art Hotel Athens,942,26376,14130,"02, 2019",Greece
CODE|46656,Art Deco Imperial Hotel,1727,36267,34540,"06, 2019",Czech Republic
CODE|46621,Art Deco Hotel Montana,901,22525,14416,"05, 2019",Switzerland
CODE|46586,Art City Otel,136,2992,2040,"09, 2019",تركيا
CODE|46551,Art Boutique Hotel,1824,36480,27360,"08, 2019",Not Found
CODE|46516,Arsen Hotel,279,6138,4743,"11, 2019",تركيا
CODE|46481,Arosfa Hotel,1347,37716,20205,"09, 2019",المملكة المتحدة
CODE|46446,Arosa Rio Hotel,739,19953,11824,"02, 2019",Brazil
CODE|46411,Aros Alfaisaliah Furnished Units,1647,32940,32940,"01, 2019",Saudi Arabia
CODE|46376,Arona Hotel Frankfurt Rüsselsheim,1417,38259,24089,"08, 2019",Deutschland
CODE|46341,Aron Hotel Prague,269,7801,4035,"09, 2019",Czech Republic
CODE|46306,Arnold Palmer's Bay Hill Club & Lodge,1189,27347,22591,"08, 2019",USA
CODE|46271,Arniston Spa Hotel,398,10746,5970,"09, 2019",جنوب أفريقيا
CODE|46236,Armis Hotel,1480,38480,25160,"04, 2019",Turkey
CODE|46201,Armenia Marriott Hotel Yerevan,623,16821,10591,"02, 2019",أرمينيا
CODE|46166,Armeni Village Rooms & Suites,1846,42458,29536,"06, 2019",Greece
CODE|46131,Armed Forces Officers Club and Hotel,1758,35160,29886,"12, 2019",Not Found
CODE|46096,Armani Hotel Milano,754,18096,12064,"10, 2019",إيطاليا
CODE|46061,Armani Hotel Dubai,1815,38115,36300,"11, 2019",الإمارات
CODE|46026,Arman Villas,733,18325,14660,"01, 2019",كرواتيا
CODE|45991,Arman Hotel,1122,23562,19074,"08, 2019",البحرين
CODE|45956,Armalong Winery Chalets,1630,32600,27710,"02, 2019",Australia
CODE|45921,Armada Istanbul Old City Hotel,438,13140,8322,"11, 2019",تركيا
CODE|45886,Armada Avenue Hotel,1187,28488,20179,"08, 2019",الإمارات
CODE|45851,Arlo SoHo,1986,47664,35748,"12, 2019",أمريكا
CODE|45816,Arkin Palm Beach Hotel,987,24675,15792,"06, 2019",Northern Cyprus
CODE|45781,Arkan Al Manar,804,23316,12060,"11, 2019",Not Found
CODE|45746,ARKADI HOTEL,490,10780,9310,"07, 2019",Greece
CODE|45711,Arjaan by Rotana Dubai Media City,1821,47346,34599,"09, 2019",الإمارات
CODE|45676,Arizona Grand Resort & Spa,915,24705,17385,"07, 2019",أمريكا
CODE|45641,Arizona Biltmore,899,22475,16182,"04, 2019",USA
CODE|45606,Aristoteles Hotel,281,5620,5339,"09, 2019",Italy
CODE|45571,Ariston Hotel,925,24050,13875,"12, 2019",Italy
CODE|45536,Arion Swiss-Belhotel Bandung,243,5103,4374,"04, 2019",Indonesia
CODE|45501,Arion Swiss - Belhotel,1056,22176,21120,"02, 2019",Indonesia
CODE|45466,Arion Cityhotel Vienna und Appartements,542,13008,9756,"02, 2019",Austria
CODE|45431,Arion Athens Hotel,996,27888,14940,"04, 2019",Greece
CODE|45396,Arinza Hotel,1458,30618,21870,"07, 2019",المملكة المتحدة
CODE|45361,Arinara Bangtao Beach Resort,213,4899,3621,"04, 2019",تايلاند
CODE|45326,Arie Lagoon,1034,28952,18612,"05, 2019",سريلانكا
CODE|45291,Arianna Hotel,1674,46872,28458,"11, 2019",Italy
CODE|45256,ARIA Resort & Casino Las Vegas,724,17376,14480,"11, 2019",USA
CODE|45221,Aria Claros Beach&Spa Resort,633,13293,10761,"05, 2019",تركيا
